query_id,candidate_name,date,time,district,place_type,target_voter_group,context_tags,raw_rank,recommended_place_name,recommended_district,recommended_place_type,baseline_score,place_id,candidate_source
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,23,자매근린공원,영등포구,park,0.5863,51,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,24,외국인묘지공원,마포구,park,0.5815,70,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,25,샛마을근린공원,강동구,park,0.5803,12,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,26,서울대공원,,park,0.5676,3,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,27,경춘선숲길,노원구,park,0.5672,128,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,28,매화근린공원,강서구,park,0.5581,10,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,29,올림픽공원,송파구,park,0.4994,65,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,30,진관근린공원(구파발폭포),은평구,park,0.4877,7,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,31,감로천생태공원(관악산),금천구,park,0.4664,26,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,32,서소문역사공원,중구,park,0.4624,132,park
OH_20260501_1550_성동구_서울숲_OH_0019,오세훈,2026-05-01,15:50,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;거리인사;성동구;오후,33,순화문화공원,중구,park,0.4624,133,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,1,봉은공원,강남구,park,0.7451,64,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,2,월드컵공원,마포구,park,0.7425,5,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,3,중랑캠핑숲,중랑구,park,0.7412,93,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,4,백련근린공원,서대문구,park,0.7275,59,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,5,남산공원,중구,park,0.7185,1,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,6,서울숲,성동구,park,0.6805,4,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,7,응봉공원 (대현산배수지공원),성동구,park,0.637,9,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,8,금호근린공원,성동구,park,0.6352,103,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,9,성수근린공원,성동구,park,0.6055,11,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,10,달맞이근린공원,성동구,park,0.6016,104,park
OH_20260501_1630_성동구_서울숲야외무대_OH_0020,오세훈,2026-05-01,16:30,성동구,공원,일반시민,manual_visual_review;address_review_required;공원;행사참석;성동구;오후,11,서울창포원,도봉구,park,0.5989,90,park
